nr_instances,log_nr_instances,nr_features,log_nr_features,nr_classes,nr_numerical_features,nr_categorical_features,ratio_num_cat,class_entropy,missing_val,ratio_missing_val,max_prob,min_prob,mean_prob,std_dev,dataset_ratio,symbols_sum,symbols_mean,symbols_std_dev,skew_min,skew_max,skew_mean,skew_std_dev,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std_dev,AlgorithmId,y3
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,0,1
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,1,0
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,2,1
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,3,1
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,4,0
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,5,0
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,6,0
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,7,0
1000000,13.81551056,10,2.302585093,10,0,10,1.00E+09,0.982077064,0,0,0.501209,3.00E-06,0.1,0.192194962,1.00E-05,4.75E+07,0,0,0,0,0,0,0,0,0,0,8,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,0,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,1,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,2,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,3,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,4,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,5,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,6,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,7,0
30000,10.30895266,24,3.17805383,2,18,6,0.333333333,0.528422571,0,0,0.7788,0.2212,0.5,0.394282741,8.00E-04,140179,0,0,0.731938328,30.45229474,6.616436496,7.842512799,0.044096001,1641.358118,185.0794242,387.7628848,8,0
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,0,1
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,1,0
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,2,0
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,3,1
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,4,0
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,5,0
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,6,0
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,7,1
58509,10.97693587,48,3.871201011,12,48,0,0,2.40033405,0,0,0.090909091,3.76E-04,0.083333333,0.026125005,8.20E-04,0,0,0,-175.7741701,156.0324813,2.215962311,45.99073844,-0.957756705,33420.92321,3036.740024,7533.725954,8,0
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,0,1
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,1,0
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,2,1
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,3,1
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,4,0
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,5,0
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,6,0
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,7,0
43483,10.68012534,9,2.197224577,5,9,0,0,0.665634325,0,0,0.784398501,8.51E-04,0.2,0.332629439,2.07E-04,0,0,0,-7.188958212,51.34194836,8.563360699,17.70252083,0.582053193,6377.525122,1702.802138,2489.43487,8,0
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,0,1
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,1,0
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,2,1
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,3,1
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,4,0
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,5,0
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,6,0
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,7,0
20867,9.945924243,10,2.302585093,12,10,0,0,1.832594041,0,0,0.41079216,4.79E-04,0.083333333,0.115542328,4.79E-04,0,0,0,-3.654179939,119.2218244,14.40969386,35.28096829,2.538066159,16055.14978,1812.139524,4762.410804,8,0
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,0,1
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,1,0
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,2,0
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,3,1
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,4,0
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,5,0
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,6,1
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,7,0
5000000,15.42494847,18,2.890371758,2,18,0,0,0.689541454,0,0,0.5424346,0.4575654,0.5,0.060011587,3.60E-06,0,0,0,-0.590142051,3.525707059,1.352347808,1.305850152,-1.201476794,26.51350541,7.133377029,8.916908534,8,0
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,0,1
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,1,0
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,2,1
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,3,0
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,4,0
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,5,0
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,6,1
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,7,0
245057,12.40924612,3,1.098612289,2,3,0,0,0.510678353,0,0,0.79246053,0.20753947,0.5,0.413601647,1.22E-05,0,0,0,-0.621743362,-0.037671218,-0.33402301,0.238524553,-0.915476966,-0.601201185,-0.793857586,0.137784881,8,0
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,0,0
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,1,0
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,2,0
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,3,1
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,4,1
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,5,0
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,6,0
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,7,1
102944,11.54194043,116,4.753590191,2,1,113,113,0.691654129,0,0,0.527315822,0.472684178,0.5,0.038630406,0.001126826,587287,0,0,0.438644217,0.438644217,0.438644217,0,-1.189317573,-1.189317573,-1.189317573,0,8,0
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,0,1
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,1,0
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,2,0
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,3,1
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,4,0
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,5,0
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,6,0
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,7,1
78095,11.26568131,37,3.610917913,5,37,0,0,1.60858346,78064,0.999603048,0.209283565,0.18919265,0.2,0.009231879,4.74E-04,0,0,0,-1.698379345,1.126919715,-0.172903651,0.400307952,-1.122866608,1.882584288,-0.471863024,0.579840337,8,0
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,0,1
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,1,0
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,2,0
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,3,1
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,4,0
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,5,0
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,6,1
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,7,0
76000,11.23848862,170,5.135798437,2,168,1,0.005952381,0.090518032,75244,0.990052632,0.981907895,0.018092105,0.5,0.681520681,0.002236842,26,0,0,0.427991586,239.0711186,43.71556522,54.04392683,-1.628187766,57233.46944,5759.677181,11918.14751,8,0
